# Running gravitational simulaition with N = 9 bodies
#  m_1 = 1.9885e+30  m_2 = 3.28471e+23  m_3 = 4.86734e+24  m_4 = 5.9722e+24  m_5 = 5.9722e+23  m_6 = 1.89916e+27  m_7 = 5.67359e+26  m_8 = 8.36108e+25  m_9 = 1.01527e+26
# t  x_1  y_1  x_2  y_2  x_3  y_3  x_4  y_4  x_5  y_5  x_6  y_6  x_7  y_7  x_8  y_8  x_9  y_9
 1.22920e+01 -6.73856e-03 -2.15333e-03 -2.56851e-01  3.22386e-01 -6.69226e-01  2.20512e-01  8.21236e-01  5.40895e-01 -1.25482e+00  8.27202e-01  3.55829e+00  3.78848e+00  9.62320e+00  9.32768e-01 -1.16421e+01 -1.52722e+01  2.12223e+01 -2.13758e+01 
 1.22930e+01 -6.73666e-03 -2.15571e-03 -2.64461e-01  3.16268e-01 -6.71470e-01  2.13464e-01  8.17732e-01  5.46161e-01 -1.25765e+00  8.22995e-01  3.55628e+00  3.79037e+00  9.62302e+00  9.34772e-01 -1.16409e+01 -1.52731e+01  2.12231e+01 -2.13750e+01 
 1.22940e+01 -6.73476e-03 -2.15808e-03 -2.71924e-01  3.09966e-01 -6.73638e-01  2.06390e-01  8.14194e-01  5.51405e-01 -1.26046e+00  8.18777e-01  3.55427e+00  3.79226e+00  9.62283e+00  9.36777e-01 -1.16398e+01 -1.52740e+01  2.12239e+01 -2.13742e+01 
 1.22950e+01 -6.73286e-03 -2.16046e-03 -2.79234e-01  3.03486e-01 -6.75728e-01  1.99293e-01  8.10623e-01  5.56626e-01 -1.26326e+00  8.14550e-01  3.55226e+00  3.79415e+00  9.62264e+00  9.38781e-01 -1.16386e+01 -1.52748e+01  2.12247e+01 -2.13734e+01 
 1.22960e+01 -6.73096e-03 -2.16284e-03 -2.86388e-01  2.96830e-01 -6.77741e-01  1.92172e-01  8.07019e-01  5.61825e-01 -1.26604e+00  8.10314e-01  3.55025e+00  3.79604e+00  9.62245e+00  9.40786e-01 -1.16375e+01 -1.52757e+01  2.12255e+01 -2.13726e+01 
 1.22970e+01 -6.72905e-03 -2.16521e-03 -2.93380e-01  2.90001e-01 -6.79676e-01  1.85029e-01  8.03382e-01  5.67000e-01 -1.26881e+00  8.06068e-01  3.54824e+00  3.79793e+00  9.62227e+00  9.42790e-01 -1.16364e+01 -1.52766e+01  2.12263e+01 -2.13718e+01 
 1.22980e+01 -6.72715e-03 -2.16759e-03 -3.00208e-01  2.83005e-01 -6.81533e-01  1.77864e-01  7.99712e-01  5.72153e-01 -1.27156e+00  8.01812e-01  3.54623e+00  3.79981e+00  9.62208e+00  9.44795e-01 -1.16352e+01 -1.52774e+01  2.12272e+01 -2.13710e+01 
 1.22990e+01 -6.72525e-03 -2.16996e-03 -3.06867e-01  2.75844e-01 -6.83312e-01  1.70678e-01  7.96009e-01  5.77282e-01 -1.27430e+00  7.97547e-01  3.54422e+00  3.80170e+00  9.62189e+00  9.46799e-01 -1.16341e+01 -1.52783e+01  2.12280e+01 -2.13702e+01 
 1.23000e+01 -6.72334e-03 -2.17233e-03 -3.13352e-01  2.68523e-01 -6.85012e-01  1.63472e-01  7.92273e-01  5.82387e-01 -1.27702e+00  7.93273e-01  3.54220e+00  3.80358e+00  9.62170e+00  9.48803e-01 -1.16329e+01 -1.52792e+01  2.12288e+01 -2.13694e+01 
 1.23010e+01 -6.72143e-03 -2.17470e-03 -3.19661e-01  2.61046e-01 -6.86634e-01  1.56247e-01  7.88505e-01  5.87469e-01 -1.27973e+00  7.88989e-01  3.54019e+00  3.80547e+00  9.62151e+00  9.50807e-01 -1.16318e+01 -1.52801e+01  2.12296e+01 -2.13686e+01 
 1.23020e+01 -6.71953e-03 -2.17707e-03 -3.25789e-01  2.53417e-01 -6.88177e-01  1.49004e-01  7.84705e-01  5.92526e-01 -1.28242e+00  7.84696e-01  3.53817e+00  3.80735e+00  9.62132e+00  9.52812e-01 -1.16306e+01 -1.52809e+01  2.12304e+01 -2.13678e+01 
 1.23030e+01 -6.71762e-03 -2.17944e-03 -3.31733e-01  2.45640e-01 -6.89641e-01  1.41743e-01  7.80872e-01  5.97560e-01 -1.28510e+00  7.80394e-01  3.53615e+00  3.80923e+00  9.62113e+00  9.54816e-01 -1.16295e+01 -1.52818e+01  2.12312e+01 -2.13670e+01 
 1.23040e+01 -6.71571e-03 -2.18180e-03 -3.37488e-01  2.37720e-01 -6.91026e-01  1.34465e-01  7.77007e-01  6.02569e-01 -1.28776e+00  7.76082e-01  3.53413e+00  3.81111e+00  9.62094e+00  9.56820e-01 -1.16284e+01 -1.52827e+01  2.12320e+01 -2.13661e+01 
 1.23050e+01 -6.71380e-03 -2.18417e-03 -3.43053e-01  2.29661e-01 -6.92331e-01  1.27172e-01  7.73110e-01  6.07553e-01 -1.29041e+00  7.71762e-01  3.53212e+00  3.81299e+00  9.62075e+00  9.58824e-01 -1.16272e+01 -1.52835e+01  2.12329e+01 -2.13653e+01 
 1.23060e+01 -6.71189e-03 -2.18653e-03 -3.48422e-01  2.21468e-01 -6.93556e-01  1.19863e-01  7.69182e-01  6.12513e-01 -1.29304e+00  7.67432e-01  3.53010e+00  3.81487e+00  9.62055e+00  9.60828e-01 -1.16261e+01 -1.52844e+01  2.12337e+01 -2.13645e+01 
 1.23070e+01 -6.70997e-03 -2.18890e-03 -3.53594e-01  2.13145e-01 -6.94702e-01  1.12540e-01  7.65222e-01  6.17447e-01 -1.29566e+00  7.63094e-01  3.52807e+00  3.81674e+00  9.62036e+00  9.62832e-01 -1.16249e+01 -1.52853e+01  2.12345e+01 -2.13637e+01 
 1.23080e+01 -6.70806e-03 -2.19126e-03 -3.58564e-01  2.04697e-01 -6.95767e-01  1.05204e-01  7.61231e-01  6.22357e-01 -1.29826e+00  7.58746e-01  3.52605e+00  3.81862e+00  9.62017e+00  9.64836e-01 -1.16238e+01 -1.52862e+01  2.12353e+01 -2.13629e+01 
 1.23090e+01 -6.70615e-03 -2.19362e-03 -3.63330e-01  1.96129e-01 -6.96752e-01  9.78555e-02  7.57208e-01  6.27241e-01 -1.30085e+00  7.54389e-01  3.52403e+00  3.82050e+00  9.61997e+00  9.66840e-01 -1.16227e+01 -1.52870e+01  2.12361e+01 -2.13621e+01 
 1.23100e+01 -6.70423e-03 -2.19598e-03 -3.67889e-01  1.87446e-01 -6.97657e-01  9.04952e-02  7.53154e-01  6.32099e-01 -1.30342e+00  7.50024e-01  3.52200e+00  3.82237e+00  9.61978e+00  9.68844e-01 -1.16215e+01 -1.52879e+01  2.12369e+01 -2.13613e+01 
 1.23110e+01 -6.70232e-03 -2.19834e-03 -3.72238e-01  1.78653e-01 -6.98482e-01  8.31241e-02  7.49070e-01  6.36932e-01 -1.30598e+00  7.45650e-01  3.51998e+00  3.82424e+00  9.61959e+00  9.70847e-01 -1.16204e+01 -1.52888e+01  2.12377e+01 -2.13605e+01 
 1.23120e+01 -6.70040e-03 -2.20070e-03 -3.76374e-01  1.69755e-01 -6.99225e-01  7.57431e-02  7.44954e-01  6.41738e-01 -1.30852e+00  7.41267e-01  3.51795e+00  3.82611e+00  9.61939e+00  9.72851e-01 -1.16192e+01 -1.52896e+01  2.12386e+01 -2.13597e+01 
 1.23130e+01 -6.69848e-03 -2.20305e-03 -3.80294e-01  1.60756e-01 -6.99888e-01  6.83529e-02  7.40808e-01  6.46518e-01 -1.31105e+00  7.36875e-01  3.51593e+00  3.82798e+00  9.61920e+00  9.74855e-01 -1.16181e+01 -1.52905e+01  2.12394e+01 -2.13589e+01 
 1.23140e+01 -6.69656e-03 -2.20541e-03 -3.83997e-01  1.51662e-01 -7.00470e-01  6.09546e-02  7.36632e-01  6.51272e-01 -1.31356e+00  7.32475e-01  3.51390e+00  3.82985e+00  9.61900e+00  9.76859e-01 -1.16169e+01 -1.52914e+01  2.12402e+01 -2.13581e+01 
 1.23150e+01 -6.69464e-03 -2.20776e-03 -3.87480e-01  1.42479e-01 -7.00971e-01  5.35488e-02  7.32425e-01  6.56000e-01 -1.31606e+00  7.28066e-01  3.51187e+00  3.83172e+00  9.61881e+00  9.78862e-01 -1.16158e+01 -1.52922e+01  2.12410e+01 -2.13573e+01 
 1.23160e+01 -6.69272e-03 -2.21011e-03 -3.90741e-01  1.33211e-01 -7.01391e-01  4.61366e-02  7.28188e-01  6.60700e-01 -1.31854e+00  7.23649e-01  3.50984e+00  3.83359e+00  9.61861e+00  9.80866e-01 -1.16147e+01 -1.52931e+01  2.12418e+01 -2.13565e+01 
 1.23170e+01 -6.69080e-03 -2.21246e-03 -3.93776e-01  1.23863e-01 -7.01730e-01  3.87187e-02  7.23922e-01  6.65373e-01 -1.32101e+00  7.19223e-01  3.50781e+00  3.83546e+00  9.61841e+00  9.82869e-01 -1.16135e+01 -1.52940e+01  2.12426e+01 -2.13557e+01 
 1.23180e+01 -6.68888e-03 -2.21482e-03 -3.96586e-01  1.14442e-01 -7.01987e-01  3.12960e-02  7.19625e-01  6.70020e-01 -1.32346e+00  7.14788e-01  3.50577e+00  3.83732e+00  9.61822e+00  9.84873e-01 -1.16124e+01 -1.52948e+01  2.12434e+01 -2.13549e+01 
 1.23190e+01 -6.68696e-03 -2.21716e-03 -3.99167e-01  1.04953e-01 -7.02163e-01  2.38694e-02  7.15299e-01  6.74639e-01 -1.32589e+00  7.10345e-01  3.50374e+00  3.83918e+00  9.61802e+00  9.86876e-01 -1.16112e+01 -1.52957e+01  2.12442e+01 -2.13541e+01 
 1.23200e+01 -6.68503e-03 -2.21951e-03 -4.01518e-01  9.54011e-02 -7.02258e-01  1.64398e-02  7.10943e-01  6.79230e-01 -1.32831e+00  7.05894e-01  3.50171e+00  3.84105e+00  9.61782e+00  9.88880e-01 -1.16101e+01 -1.52966e+01  2.12451e+01 -2.13532e+01 
 1.23210e+01 -6.68311e-03 -2.22186e-03 -4.03637e-01  8.57918e-02 -7.02271e-01  9.00792e-03  7.06559e-01  6.83794e-01 -1.33071e+00  7.01435e-01  3.49967e+00  3.84291e+00  9.61762e+00  9.90883e-01 -1.16089e+01 -1.52975e+01  2.12459e+01 -2.13524e+01 
 1.23220e+01 -6.68118e-03 -2.22421e-03 -4.05523e-01  7.61308e-02 -7.02202e-01  1.57476e-03  7.02145e-01  6.88329e-01 -1.33310e+00  6.96967e-01  3.49764e+00  3.84477e+00  9.61742e+00  9.92887e-01 -1.16078e+01 -1.52983e+01  2.12467e+01 -2.13516e+01 
 1.23230e+01 -6.67925e-03 -2.22655e-03 -4.07175e-01  6.64237e-02 -7.02052e-01 -5.85884e-03  6.97702e-01  6.92837e-01 -1.33547e+00  6.92491e-01  3.49560e+00  3.84663e+00  9.61722e+00  9.94890e-01 -1.16067e+01 -1.52992e+01  2.12475e+01 -2.13508e+01 
 1.23240e+01 -6.67733e-03 -2.22889e-03 -4.08591e-01  5.66762e-02 -7.01820e-01 -1.32920e-02  6.93231e-01  6.97316e-01 -1.33783e+00  6.88007e-01  3.49356e+00  3.84849e+00  9.61703e+00  9.96893e-01 -1.16055e+01 -1.53001e+01  2.12483e+01 -2.13500e+01 
 1.23250e+01 -6.67540e-03 -2.23124e-03 -4.09770e-01  4.68940e-02 -7.01507e-01 -2.07239e-02  6.88731e-01  7.01767e-01 -1.34017e+00  6.83515e-01  3.49152e+00  3.85035e+00  9.61683e+00  9.98896e-01 -1.16044e+01 -1.53009e+01  2.12491e+01 -2.13492e+01 
 1.23260e+01 -6.67347e-03 -2.23358e-03 -4.10712e-01  3.70828e-02 -7.01112e-01 -2.81536e-02  6.84203e-01  7.06189e-01 -1.34250e+00  6.79015e-01  3.48948e+00  3.85220e+00  9.61662e+00  1.00090e+00 -1.16032e+01 -1.53018e+01  2.12499e+01 -2.13484e+01 
 1.23270e+01 -6.67154e-03 -2.23592e-03 -4.11415e-01  2.72485e-02 -7.00635e-01 -3.55802e-02  6.79647e-01  7.10582e-01 -1.34481e+00  6.74507e-01  3.48744e+00  3.85406e+00  9.61642e+00  1.00290e+00 -1.16021e+01 -1.53027e+01  2.12507e+01 -2.13476e+01 
 1.23280e+01 -6.66961e-03 -2.23826e-03 -4.11880e-01  1.73967e-02 -7.00077e-01 -4.30030e-02  6.75062e-01  7.14946e-01 -1.34710e+00  6.69991e-01  3.48540e+00  3.85591e+00  9.61622e+00  1.00491e+00 -1.16009e+01 -1.53035e+01  2.12516e+01 -2.13468e+01 
 1.23290e+01 -6.66767e-03 -2.24060e-03 -4.12104e-01  7.53335e-03 -6.99436e-01 -5.04209e-02  6.70450e-01  7.19281e-01 -1.34938e+00  6.65467e-01  3.48336e+00  3.85777e+00  9.61602e+00  1.00691e+00 -1.15998e+01 -1.53044e+01  2.12524e+01 -2.13460e+01 
 1.23300e+01 -6.66574e-03 -2.24293e-03 -4.12089e-01 -2.33580e-03 -6.98715e-01 -5.78331e-02  6.65810e-01  7.23586e-01 -1.35165e+00  6.60935e-01  3.48131e+00  3.85962e+00  9.61582e+00  1.00891e+00 -1.15987e+01 -1.53053e+01  2.12532e+01 -2.13452e+01 
 1.23310e+01 -6.66381e-03 -2.24527e-03 -4.11833e-01 -1.22049e-02 -6.97911e-01 -6.52388e-02  6.61143e-01  7.27862e-01 -1.35389e+00  6.56396e-01  3.47927e+00  3.86147e+00  9.61562e+00  1.01091e+00 -1.15975e+01 -1.53061e+01  2.12540e+01 -2.13444e+01 
 1.23320e+01 -6.66187e-03 -2.24760e-03 -4.11338e-01 -2.20681e-02 -6.97026e-01 -7.26371e-02  6.56449e-01  7.32108e-01 -1.35613e+00  6.51848e-01  3.47722e+00  3.86332e+00  9.61541e+00  1.01292e+00 -1.15964e+01 -1.53070e+01  2.12548e+01 -2.13436e+01 
 1.23330e+01 -6.65994e-03 -2.24994e-03 -4.10602e-01 -3.19195e-02 -6.96059e-01 -8.00270e-02  6.51728e-01  7.36324e-01 -1.35834e+00  6.47294e-01  3.47517e+00  3.86517e+00  9.61521e+00  1.01492e+00 -1.15952e+01 -1.53079e+01  2.12556e+01 -2.13428e+01 
 1.23340e+01 -6.65800e-03 -2.25227e-03 -4.09626e-01 -4.17533e-02 -6.95011e-01 -8.74077e-02  6.46980e-01  7.40510e-01 -1.36054e+00  6.42731e-01  3.47313e+00  3.86702e+00  9.61501e+00  1.01692e+00 -1.15941e+01 -1.53087e+01  2.12564e+01 -2.13420e+01 
 1.23350e+01 -6.65606e-03 -2.25460e-03 -4.08410e-01 -5.15636e-02 -6.93882e-01 -9.47784e-02  6.42205e-01  7.44666e-01 -1.36273e+00  6.38161e-01  3.47108e+00  3.86886e+00  9.61480e+00  1.01893e+00 -1.15929e+01 -1.53096e+01  2.12572e+01 -2.13411e+01 
 1.23360e+01 -6.65412e-03 -2.25693e-03 -4.06955e-01 -6.13445e-02 -6.92671e-01 -1.02138e-01  6.37404e-01  7.48792e-01 -1.36490e+00  6.33584e-01  3.46903e+00  3.87071e+00  9.61460e+00  1.02093e+00 -1.15918e+01 -1.53105e+01  2.12581e+01 -2.13403e+01 
 1.23370e+01 -6.65219e-03 -2.25926e-03 -4.05262e-01 -7.10903e-02 -6.91378e-01 -1.09486e-01  6.32576e-01  7.52887e-01 -1.36705e+00  6.28999e-01  3.46698e+00  3.87255e+00  9.61439e+00  1.02293e+00 -1.15906e+01 -1.53114e+01  2.12589e+01 -2.13395e+01 
 1.23380e+01 -6.65025e-03 -2.26159e-03 -4.03331e-01 -8.07949e-02 -6.90005e-01 -1.16821e-01  6.27723e-01  7.56951e-01 -1.36918e+00  6.24406e-01  3.46492e+00  3.87440e+00  9.61419e+00  1.02493e+00 -1.15895e+01 -1.53122e+01  2.12597e+01 -2.13387e+01 
 1.23390e+01 -6.64830e-03 -2.26392e-03 -4.01163e-01 -9.04527e-02 -6.88550e-01 -1.24143e-01  6.22843e-01  7.60984e-01 -1.37131e+00  6.19807e-01  3.46287e+00  3.87624e+00  9.61398e+00  1.02694e+00 -1.15884e+01 -1.53131e+01  2.12605e+01 -2.13379e+01 
 1.23400e+01 -6.64636e-03 -2.26624e-03 -3.98759e-01 -1.00058e-01 -6.87015e-01 -1.31450e-01  6.17938e-01  7.64986e-01 -1.37341e+00  6.15200e-01  3.46082e+00  3.87808e+00  9.61378e+00  1.02894e+00 -1.15872e+01 -1.53140e+01  2.12613e+01 -2.13371e+01 
 1.23410e+01 -6.64442e-03 -2.26857e-03 -3.96121e-01 -1.09604e-01 -6.85398e-01 -1.38741e-01  6.13008e-01  7.68956e-01 -1.37550e+00  6.10585e-01  3.45876e+00  3.87992e+00  9.61357e+00  1.03094e+00 -1.15861e+01 -1.53148e+01  2.12621e+01 -2.13363e+01 
 1.23420e+01 -6.64248e-03 -2.27089e-03 -3.93250e-01 -1.19087e-01 -6.83701e-01 -1.46017e-01  6.08052e-01  7.72895e-01 -1.37757e+00  6.05964e-01  3.45671e+00  3.88176e+00  9.61336e+00  1.03294e+00 -1.15849e+01 -1.53157e+01  2.12629e+01 -2.13355e+01 
 1.23430e+01 -6.64053e-03 -2.27321e-03 -3.90147e-01 -1.28499e-01 -6.81923e-01 -1.53275e-01  6.03071e-01  7.76803e-01 -1.37963e+00  6.01336e-01  3.45465e+00  3.88360e+00  9.61315e+00  1.03495e+00 -1.15838e+01 -1.53166e+01  2.12637e+01 -2.13347e+01 
 1.23440e+01 -6.63859e-03 -2.27553e-03 -3.86814e-01 -1.37836e-01 -6.80065e-01 -1.60516e-01  5.98065e-01  7.80679e-01 -1.38167e+00  5.96700e-01  3.45259e+00  3.88543e+00  9.61295e+00  1.03695e+00 -1.15826e+01 -1.53174e+01  2.12646e+01 -2.13339e+01 
 1.23450e+01 -6.63664e-03 -2.27785e-03 -3.83253e-01 -1.47091e-01 -6.78127e-01 -1.67737e-01  5.93035e-01  7.84523e-01 -1.38369e+00  5.92058e-01  3.45053e+00  3.88727e+00  9.61274e+00  1.03895e+00 -1.15815e+01 -1.53183e+01  2.12654e+01 -2.13331e+01 
 1.23460e+01 -6.63469e-03 -2.28017e-03 -3.79465e-01 -1.56259e-01 -6.76108e-01 -1.74939e-01  5.87980e-01  7.88335e-01 -1.38570e+00  5.87408e-01  3.44848e+00  3.88911e+00  9.61253e+00  1.04095e+00 -1.15804e+01 -1.53192e+01  2.12662e+01 -2.13323e+01 
 1.23470e+01 -6.63274e-03 -2.28249e-03 -3.75453e-01 -1.65335e-01 -6.74009e-01 -1.82120e-01  5.82901e-01  7.92114e-01 -1.38769e+00  5.82752e-01  3.44641e+00  3.89094e+00  9.61232e+00  1.04296e+00 -1.15792e+01 -1.53200e+01  2.12670e+01 -2.13315e+01 
 1.23480e+01 -6.63080e-03 -2.28481e-03 -3.71219e-01 -1.74312e-01 -6.71831e-01 -1.89280e-01  5.77798e-01  7.95861e-01 -1.38967e+00  5.78089e-01  3.44435e+00  3.89277e+00  9.61211e+00  1.04496e+00 -1.15781e+01 -1.53209e+01  2.12678e+01 -2.13307e+01 
 1.23490e+01 -6.62885e-03 -2.28713e-03 -3.66766e-01 -1.83186e-01 -6.69573e-01 -1.96417e-01  5.72671e-01  7.99576e-01 -1.39163e+00  5.73419e-01  3.44229e+00  3.89460e+00  9.61190e+00  1.04696e+00 -1.15769e+01 -1.53218e+01  2.12686e+01 -2.13298e+01 
 1.23500e+01 -6.62690e-03 -2.28944e-03 -3.62095e-01 -1.91951e-01 -6.67235e-01 -2.03531e-01  5.67520e-01  8.03258e-01 -1.39357e+00  5.68742e-01  3.44023e+00  3.89643e+00  9.61169e+00  1.04896e+00 -1.15758e+01 -1.53226e+01  2.12694e+01 -2.13290e+01 
 1.23510e+01 -6.62494e-03 -2.29175e-03 -3.57210e-01 -2.00601e-01 -6.64819e-01 -2.10621e-01  5.62346e-01  8.06907e-01 -1.39550e+00  5.64058e-01  3.43816e+00  3.89826e+00  9.61148e+00  1.05096e+00 -1.15746e+01 -1.53235e+01  2.12702e+01 -2.13282e+01 
 1.23520e+01 -6.62299e-03 -2.29407e-03 -3.52113e-01 -2.09131e-01 -6.62323e-01 -2.17686e-01  5.57149e-01  8.10523e-01 -1.39741e+00  5.59368e-01  3.43610e+00  3.90009e+00  9.61127e+00  1.05297e+00 -1.15735e+01 -1.53244e+01  2.12711e+01 -2.13274e+01 
 1.23530e+01 -6.62104e-03 -2.29638e-03 -3.46807e-01 -2.17537e-01 -6.59749e-01 -2.24725e-01  5.51929e-01  8.14106e-01 -1.39931e+00  5.54672e-01  3.43403e+00  3.90192e+00  9.61106e+00  1.05497e+00 -1.15723e+01 -1.53252e+01  2.12719e+01 -2.13266e+01 
 1.23540e+01 -6.61908e-03 -2.29869e-03 -3.41295e-01 -2.25812e-01 -6.57096e-01 -2.31737e-01  5.46686e-01  8.17656e-01 -1.40119e+00  5.49969e-01  3.43196e+00  3.90374e+00  9.61084e+00  1.05697e+00 -1.15712e+01 -1.53261e+01  2.12727e+01 -2.13258e+01 
 1.23550e+01 -6.61713e-03 -2.30100e-03 -3.35580e-01 -2.33951e-01 -6.54365e-01 -2.38722e-01  5.41421e-01  8.21172e-01 -1.40305e+00  5.45259e-01  3.42990e+00  3.90557e+00  9.61063e+00  1.05897e+00 -1.15700e+01 -1.53270e+01  2.12735e+01 -2.13250e+01 
 1.23560e+01 -6.61517e-03 -2.30331e-03 -3.29666e-01 -2.41951e-01 -6.51556e-01 -2.45678e-01  5.36133e-01  8.24655e-01 -1.40489e+00  5.40543e-01  3.42783e+00  3.90739e+00  9.61042e+00  1.06097e+00 -1.15689e+01 -1.53278e+01  2.12743e+01 -2.13242e+01 
 1.23570e+01 -6.61322e-03 -2.30562e-03 -3.23557e-01 -2.49805e-01 -6.48669e-01 -2.52605e-01  5.30823e-01  8.28104e-01 -1.40672e+00  5.35821e-01  3.42576e+00  3.90922e+00  9.61020e+00  1.06298e+00 -1.15678e+01 -1.53287e+01  2.12751e+01 -2.13234e+01 
 1.23580e+01 -6.61126e-03 -2.30792e-03 -3.17254e-01 -2.57508e-01 -6.45704e-01 -2.59501e-01  5.25491e-01  8.31519e-01 -1.40854e+00  5.31092e-01  3.42369e+00  3.91104e+00  9.60999e+00  1.06498e+00 -1.15666e+01 -1.53296e+01  2.12759e+01 -2.13226e+01 
 1.23590e+01 -6.60930e-03 -2.31023e-03 -3.10763e-01 -2.65057e-01 -6.42663e-01 -2.66367e-01  5.20137e-01  8.34900e-01 -1.41033e+00  5.26357e-01  3.42161e+00  3.91286e+00  9.60978e+00  1.06698e+00 -1.15655e+01 -1.53304e+01  2.12767e+01 -2.13218e+01 
 1.23600e+01 -6.60734e-03 -2.31253e-03 -3.04087e-01 -2.72446e-01 -6.39545e-01 -2.73201e-01  5.14762e-01  8.38247e-01 -1.41211e+00  5.21616e-01  3.41954e+00  3.91468e+00  9.60956e+00  1.06898e+00 -1.15643e+01 -1.53313e+01  2.12776e+01 -2.13210e+01 
 1.23610e+01 -6.60538e-03 -2.31484e-03 -2.97230e-01 -2.79670e-01 -6.36350e-01 -2.80002e-01  5.09366e-01  8.41559e-01 -1.41388e+00  5.16869e-01  3.41747e+00  3.91650e+00  9.60935e+00  1.07098e+00 -1.15632e+01 -1.53322e+01  2.12784e+01 -2.13202e+01 
 1.23620e+01 -6.60342e-03 -2.31714e-03 -2.90197e-01 -2.86726e-01 -6.33078e-01 -2.86769e-01  5.03948e-01  8.44837e-01 -1.41563e+00  5.12115e-01  3.41539e+00  3.91831e+00  9.60913e+00  1.07298e+00 -1.15620e+01 -1.53330e+01  2.12792e+01 -2.13193e+01 
 1.23630e+01 -6.60146e-03 -2.31944e-03 -2.82990e-01 -2.93608e-01 -6.29731e-01 -2.93502e-01  4.98510e-01  8.48081e-01 -1.41736e+00  5.07356e-01  3.41332e+00  3.92013e+00  9.60891e+00  1.07499e+00 -1.15609e+01 -1.53339e+01  2.12800e+01 -2.13185e+01 
 1.23640e+01 -6.59949e-03 -2.32174e-03 -2.75615e-01 -3.00313e-01 -6.26309e-01 -3.00199e-01  4.93051e-01  8.51290e-01 -1.41907e+00  5.02591e-01  3.41124e+00  3.92195e+00  9.60870e+00  1.07699e+00 -1.15597e+01 -1.53348e+01  2.12808e+01 -2.13177e+01 
 1.23650e+01 -6.59753e-03 -2.32404e-03 -2.68075e-01 -3.06836e-01 -6.22811e-01 -3.06861e-01  4.87572e-01  8.54464e-01 -1.42077e+00  4.97820e-01  3.40916e+00  3.92376e+00  9.60848e+00  1.07899e+00 -1.15586e+01 -1.53356e+01  2.12816e+01 -2.13169e+01 
 1.23660e+01 -6.59556e-03 -2.32634e-03 -2.60376e-01 -3.13173e-01 -6.19238e-01 -3.13485e-01  4.82072e-01  8.57603e-01 -1.42245e+00  4.93043e-01  3.40708e+00  3.92557e+00  9.60826e+00  1.08099e+00 -1.15574e+01 -1.53365e+01  2.12824e+01 -2.13161e+01 
 1.23670e+01 -6.59360e-03 -2.32863e-03 -2.52522e-01 -3.19320e-01 -6.15590e-01 -3.20071e-01  4.76553e-01  8.60707e-01 -1.42412e+00  4.88260e-01  3.40500e+00  3.92738e+00  9.60805e+00  1.08299e+00 -1.15563e+01 -1.53373e+01  2.12832e+01 -2.13153e+01 
 1.23680e+01 -6.59163e-03 -2.33093e-03 -2.44518e-01 -3.25273e-01 -6.11869e-01 -3.26619e-01  4.71014e-01  8.63776e-01 -1.42576e+00  4.83471e-01  3.40292e+00  3.92919e+00  9.60783e+00  1.08499e+00 -1.15552e+01 -1.53382e+01  2.12840e+01 -2.13145e+01 
 1.23690e+01 -6.58967e-03 -2.33322e-03 -2.36368e-01 -3.31029e-01 -6.08073e-01 -3.33127e-01  4.65456e-01  8.66809e-01 -1.42740e+00  4.78677e-01  3.40084e+00  3.93100e+00  9.60761e+00  1.08699e+00 -1.15540e+01 -1.53391e+01  2.12849e+01 -2.13137e+01 
 1.23700e+01 -6.58770e-03 -2.33552e-03 -2.28078e-01 -3.36584e-01 -6.04204e-01 -3.39595e-01  4.59878e-01  8.69807e-01 -1.42901e+00  4.73877e-01  3.39876e+00  3.93281e+00  9.60739e+00  1.08900e+00 -1.15529e+01 -1.53399e+01  2.12857e+01 -2.13129e+01 
 1.23710e+01 -6.58573e-03 -2.33781e-03 -2.19651e-01 -3.41934e-01 -6.00262e-01 -3.46022e-01  4.54281e-01  8.72770e-01 -1.43061e+00  4.69072e-01  3.39667e+00  3.93462e+00  9.60717e+00  1.09100e+00 -1.15517e+01 -1.53408e+01  2.12865e+01 -2.13121e+01 
 1.23720e+01 -6.58376e-03 -2.34010e-03 -2.11095e-01 -3.47076e-01 -5.96248e-01 -3.52406e-01  4.48665e-01  8.75697e-01 -1.43219e+00  4.64261e-01  3.39459e+00  3.93643e+00  9.60695e+00  1.09300e+00 -1.15506e+01 -1.53417e+01  2.12873e+01 -2.13113e+01 
 1.23730e+01 -6.58179e-03 -2.34239e-03 -2.02413e-01 -3.52006e-01 -5.92161e-01 -3.58748e-01  4.43031e-01  8.78587e-01 -1.43376e+00  4.59445e-01  3.39250e+00  3.93823e+00  9.60673e+00  1.09500e+00 -1.15494e+01 -1.53425e+01  2.12881e+01 -2.13105e+01 
 1.23740e+01 -6.57982e-03 -2.34468e-03 -1.93611e-01 -3.56723e-01 -5.88003e-01 -3.65046e-01  4.37378e-01  8.81442e-01 -1.43531e+00  4.54623e-01  3.39042e+00  3.94004e+00  9.60651e+00  1.09700e+00 -1.15483e+01 -1.53434e+01  2.12889e+01 -2.13096e+01 
 1.23750e+01 -6.57784e-03 -2.34697e-03 -1.84694e-01 -3.61221e-01 -5.83773e-01 -3.71299e-01  4.31708e-01  8.84261e-01 -1.43684e+00  4.49796e-01  3.38833e+00  3.94184e+00  9.60629e+00  1.09900e+00 -1.15471e+01 -1.53443e+01  2.12897e+01 -2.13088e+01 
